Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Total_Accuracy,Accuracy_per_label,Max_val_list,Max_str_list,Label_str,Matrice
"['smooth(3)', 'ORPL(70)', 'PCA(1)', 'KNN(30)', 'Normalized', 'FingerPrint']",,,,,,0.1853220696937698,"[8.0, 8.0, 49.0, 11.0, 6.0, 29.0, 0.0, 7.0]","[32.0, 34.0, 23.0, 36.0, 42.0, 24.0, 28.0, 33.0]","['SN', 'STN', 'GPe', 'GPe', 'GPi', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 21  38  85  73   1   0   2  43]
 [ 64  24  55  98   7  20  10  10]
 [103  43 217  10   2   4   6  59]
 [122  87  25  37   0  21  14  33]
 [ 19  36  25   0   5   0   0   1]
 [  0  23   0  21   0  28   7  18]
 [ 27  17  35  17   0  17   0  10]
 [ 55  21  83  48   0  21   7  19]]"
"['smooth(3)', 'ORPL(70)', 'PCA(1)', 'KNN(30)', 'Normalized', 'No Raman Region']",,,,,,0.10982048574445617,"[10.0, 11.0, 22.0, 11.0, 2.0, 1.0, 0.0, 4.0]","[30.0, 43.0, 25.0, 35.0, 37.0, 37.0, 54.0, 33.0]","['SN', 'SN', 'GPi', 'SN', 'GPi', 'GPe', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 27  30  78  67   3   9   1  48]
 [ 33  33 124  62  10   7   1  18]
 [ 98 111  98  81   5   5  10  36]
 [ 72  84 119  36   6   6   0  16]
 [ 10  32  21  19   2   0   0   2]
 [ 36   6  28  16   1   1   0   9]
 [ 22  16  67   9   1   2   0   6]
 [ 70  48  83  33   5   3   1  11]]"
"['smooth(3)', 'ORPL(70)', 'PCA(1)', 'KNN(30)', 'Normalized', 'High Wavenumbers']",,,,,,0.17317845828933473,"[6.0, 8.0, 42.0, 14.0, 49.0, 1.0, 2.0, 4.0]","[40.0, 38.0, 21.0, 29.0, 29.0, 57.0, 33.0, 27.0]","['GPi', 'GPe', 'STN', 'SN', 'GPe', 'GPe', 'GPe', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17 104  38  28  24  20   8  24]
 [108  22  27  80  26   4   5  16]
 [ 61  23 187  92  28   4  17  32]
 [ 68  85  97  47   8   9   4  21]
 [ 25  14   1   0  42   0   0   4]
 [ 55  10   4  12   0   1   3  12]
 [ 40  21  30   7   4   4   2  15]
 [ 56  69  45  42  16   6  10  10]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(5)', 'Normalized', 'FingerPrint']",,,,,,0.35691657866948256,"[8.0, 23.0, 60.0, 32.0, 91.0, 47.0, 34.0, 17.0]","[33.0, 31.0, 18.0, 30.0, 7.0, 19.0, 20.0, 24.0]","['STN', 'GPe', 'thalamus', 'GPi', 'GPe', 'putamen', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  72  27  86   1   0   5  50]
 [ 89  66   4  84   0   3   1  41]
 [ 34  10 268  10   0   7  34  81]
 [ 78 103   1 110   0  11   8  28]
 [  6   2   0   0  78   0   0   0]
 [  0   5   8  15   0  46  18   5]
 [  6   2  25  15   0  17  42  16]
 [ 54  44  61  32   1   7  11  44]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(5)', 'Normalized', 'No Raman Region']",,,,,,0.14149947201689547,"[19.0, 25.0, 19.0, 12.0, 2.0, 5.0, 6.0, 4.0]","[30.0, 23.0, 38.0, 40.0, 43.0, 45.0, 47.0, 33.0]","['SN', 'STN', 'GPe', 'GPi', 'GPi', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 50  40  78  34   3  11   2  45]
 [ 61  71  44  66  12   6   3  25]
 [168  57  83  35  12   3  62  24]
 [ 80 134  32  39  10  12   1  31]
 [ 14  37  16  11   2   0   4   2]
 [ 44  17  10  14   0   5   1   6]
 [ 30  12  58   5   0   3   7   8]
 [ 85  64  49  29   4   9   3  11]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(5)', 'Normalized', 'High Wavenumbers']",,,,,,0.28880675818373813,"[20.0, 14.0, 55.0, 19.0, 85.0, 43.0, 4.0, 10.0]","[48.0, 48.0, 18.0, 25.0, 7.0, 21.0, 42.0, 24.0]","['GPi', 'GPe', 'GPe', 'GPe', 'GPe', 'putamen', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 52 127  26  32   2   0   2  22]
 [139  39  17  51   2   1   2  37]
 [ 79  29 244  31   0   2  42  17]
 [ 86  75  45  66   2   5   5  55]
 [  6   2   0   0  73   0   0   5]
 [  2   2   8  14   0  42  20   9]
 [  8  10  52  18   0  17   5  13]
 [ 60  61  13  61   5  10  18  26]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(10)', 'Normalized', 'FingerPrint']",,,,,,0.36061246040126715,"[8.0, 21.0, 59.0, 34.0, 95.0, 46.0, 43.0, 18.0]","[30.0, 29.0, 19.0, 31.0, 5.0, 20.0, 14.0, 25.0]","['STN', 'GPe', 'thalamus', 'GPi', 'GPi', 'STN', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  68  30  79   1   0   4  59]
 [ 83  61   7  82   1   3   1  50]
 [ 33  14 260  10   0   9  34  84]
 [ 72 105   1 114   0  15   5  27]
 [  0   4   0   0  82   0   0   0]
 [  0   6   5  19   0  45  17   5]
 [  5   3  17  17   0  16  53  12]
 [ 64  39  57  29   1   8  10  46]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(10)', 'Normalized', 'No Raman Region']",,,,,,0.13780359028511088,"[10.0, 21.0, 20.0, 19.0, 3.0, 5.0, 2.0, 4.0]","[37.0, 34.0, 30.0, 34.0, 26.0, 38.0, 55.0, 32.0]","['SN', 'STN', 'GPe', 'GPi', 'GPi', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 25  38  98  47   1  11   2  41]
 [ 35  60  60  98   5   6   5  19]
 [135  68  89  39  11   5  65  32]
 [ 58 116  44  66  11  14   0  30]
 [ 14  22  22  18   3   2   1   4]
 [ 37  24   6  17   1   5   1   6]
 [ 21  16  68   5   0   4   3   6]
 [ 81  59  51  44   2   3   4  10]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(10)', 'Normalized', 'High Wavenumbers']",,,,,,0.29989440337909185,"[11.0, 15.0, 59.0, 21.0, 84.0, 52.0, 6.0, 13.0]","[53.0, 42.0, 14.0, 22.0, 7.0, 19.0, 42.0, 26.0]","['GPi', 'GPe', 'GPe', 'GPi', 'thalamus', 'putamen', 'SN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 29 139  27  38   1   0   2  27]
 [122  43  20  57   3   1   1  41]
 [ 64  24 264  37   0   3  31  21]
 [ 66  73  49  71   3   3  10  64]
 [  5   3   0   0  72   0   0   6]
 [  1   2   5  12   0  50  18   9]
 [  8   3  52  21   0  16   7  16]
 [ 45  59  20  65   4  13  16  32]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(30)', 'Normalized', 'FingerPrint']",,,,,,0.37486800422386485,"[7.0, 21.0, 59.0, 41.0, 94.0, 47.0, 37.0, 22.0]","[35.0, 36.0, 15.0, 26.0, 6.0, 24.0, 19.0, 27.0]","['STN', 'STN', 'thalamus', 'GPi', 'GPi', 'STN', 'STN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19  66  23  92   1   0   5  57]
 [ 57  60   7 103   1   5   1  54]
 [ 46  22 263  12   0   8  25  68]
 [ 70  87   0 139   0  21   3  19]
 [  0   5   0   0  81   0   0   0]
 [  0   7   2  23   0  46  13   6]
 [  4   3  21  23   0  13  46  13]
 [ 69  32  51  29   1   6  10  56]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(30)', 'Normalized', 'No Raman Region']",,,,,,0.1341077085533263,"[6.0, 12.0, 23.0, 23.0, 0.0, 6.0, 1.0, 6.0]","[37.0, 42.0, 30.0, 35.0, 35.0, 29.0, 50.0, 24.0]","['SN', 'STN', 'GPe', 'GPi', 'SN', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 16  21  97  57   0   6   6  60]
 [ 28  36  69 121   0  11   3  20]
 [135  51 104  48   3   2  61  40]
 [ 56 118  48  77   8   4   0  28]
 [  6  12  30  27   0   3   1   7]
 [ 28  25   7  19   1   6   2   9]
 [ 35  11  62   4   0   3   1   7]
 [ 62  57  58  57   0   4   2  14]]"
"['smooth(3)', 'ORPL(70)', 'PCA(3)', 'KNN(30)', 'Normalized', 'High Wavenumbers']",,,,,,0.29039070749736007,"[8.0, 11.0, 57.0, 24.0, 83.0, 47.0, 4.0, 15.0]","[48.0, 47.0, 15.0, 24.0, 12.0, 15.0, 41.0, 25.0]","['GPi', 'GPe', 'GPe', 'thalamus', 'GPe', 'thalamus', 'SN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22 127  30  43   1   0   0  40]
 [135  33  21  56   0   1   0  42]
 [ 66  20 254  47   0   0  35  22]
 [ 48  73  42  81   3   2   8  82]
 [ 10   1   0   0  71   0   0   4]
 [  2   1   7  13   0  46  13  15]
 [ 10   3  51  17   0  17   5  20]
 [ 52  58  14  63   2  13  14  38]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(5)', 'Normalized', 'FingerPrint']",,,,,,0.4192185850052798,"[19.0, 27.0, 64.0, 48.0, 91.0, 65.0, 24.0, 20.0]","[35.0, 29.0, 11.0, 25.0, 7.0, 15.0, 22.0, 25.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPe', 'STN', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 50  92  37  70   1   0   2  11]
 [ 84  77  34  53   0   0   0  40]
 [ 49  21 282  34   0   1  33  24]
 [ 63  86   0 162   0   6   5  17]
 [  6   2   0   0  78   0   0   0]
 [  0   4   5  15   0  63   8   2]
 [ 18   3  27  19   0  11  30  15]
 [ 64  40  54  20   0  11  13  52]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(5)', 'Normalized', 'No Raman Region']",,,,,,0.15575501583949314,"[13.0, 25.0, 21.0, 16.0, 1.0, 11.0, 12.0, 6.0]","[23.0, 27.0, 35.0, 40.0, 28.0, 44.0, 37.0, 31.0]","['SN', 'STN', 'GPe', 'GPi', 'GPi', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 33  50  61  56   4  15  11  33]
 [ 51  73  47  79   4   4   4  26]
 [154  74  93  31   7   3  35  47]
 [ 80 136  15  55   8  12   2  31]
 [ 16  24  18  15   1   3   1   8]
 [ 43  19   4  12   0  11   3   5]
 [ 39   9  46   3   2   4  15   5]
 [ 79  57  35  51   8   5   5  14]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(5)', 'Normalized', 'High Wavenumbers']",,,,,,0.3057022175290391,"[19.0, 12.0, 54.0, 23.0, 86.0, 47.0, 10.0, 17.0]","[53.0, 48.0, 25.0, 33.0, 6.0, 26.0, 54.0, 31.0]","['GPi', 'GPe', 'GPe', 'GPi', 'thalamus', 'putamen', 'SN', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 50 139  21  46   1   1   1   4]
 [137  34  10  75   3   0   0  29]
 [109  24 241  18   0   1  44   7]
 [ 87 113  15  78   1   3   1  41]
 [  3   3   0   1  74   0   0   5]
 [  2   2   6   5   0  46  25  11]
 [ 11   5  66   3   0  17  12   9]
 [ 40  79   8  53   5  11  14  44]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(10)', 'Normalized', 'FingerPrint']",,,,,,0.3986272439281943,"[12.0, 24.0, 60.0, 46.0, 93.0, 59.0, 33.0, 22.0]","[36.0, 26.0, 12.0, 28.0, 5.0, 16.0, 17.0, 28.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'STN', 'STN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 32  95  36  79   1   0   2  18]
 [ 76  68  44  57   0   0   1  42]
 [ 53  20 266  37   0   2  38  28]
 [ 55  95   0 155   0   8   4  22]
 [  2   4   0   0  80   0   0   0]
 [  0   5   1  16   0  57   9   9]
 [ 13   4  18  21   0  11  41  15]
 [ 70  33  44  26   0  12  13  56]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(10)', 'Normalized', 'No Raman Region']",,,,,,0.15047518479408659,"[10.0, 23.0, 22.0, 16.0, 3.0, 6.0, 11.0, 8.0]","[27.0, 35.0, 29.0, 43.0, 26.0, 43.0, 42.0, 28.0]","['STN', 'STN', 'GPe', 'GPi', 'SN', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 26  36  69  72   2  13  10  35]
 [ 47  66  40 102   3   5   2  23]
 [127  57  97  42  11   4  51  55]
 [ 72 147  21  54   3   9   2  31]
 [  7  19  22  21   3   2   2  10]
 [ 42  21   4  13   0   6   7   4]
 [ 37   9  52   6   1   4  13   1]
 [ 71  56  34  56   7   5   5  20]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(10)', 'Normalized', 'High Wavenumbers']",,,,,,0.3078141499472017,"[10.0, 11.0, 59.0, 25.0, 84.0, 53.0, 6.0, 19.0]","[57.0, 50.0, 22.0, 33.0, 8.0, 21.0, 54.0, 35.0]","['GPi', 'GPe', 'GPe', 'GPi', 'thalamus', 'putamen', 'SN', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 27 150  26  49   1   0   2   8]
 [145  32   6  75   3   0   0  27]
 [ 97  25 261  14   0   1  41   5]
 [ 75 111  16  84   1   2   2  48]
 [  1   6   0   0  72   0   0   7]
 [  1   3   9   3   0  51  20  10]
 [ 12   3  66   5   0  24   7   6]
 [ 29  90  10  53   4  10   9  49]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(30)', 'Normalized', 'FingerPrint']",,,,,,0.3812038014783527,"[11.0, 28.0, 48.0, 48.0, 95.0, 53.0, 39.0, 20.0]","[35.0, 24.0, 21.0, 27.0, 5.0, 19.0, 22.0, 33.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPi', 'STN', 'STN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 30  92  31  66   1   0   3  40]
 [ 69  82  47  53   0   1   1  35]
 [ 94  28 213  37   0   1  39  32]
 [ 48  90   0 164   0  22   3  12]
 [  0   4   0   0  82   0   0   0]
 [  0   4   2  18   0  51   9  13]
 [ 11   3  14  27   0   9  48  11]
 [ 85  30  35  27   1  17   7  52]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(30)', 'Normalized', 'No Raman Region']",,,,,,0.15100316789862725,"[11.0, 18.0, 25.0, 15.0, 1.0, 9.0, 7.0, 10.0]","[31.0, 39.0, 24.0, 45.0, 30.0, 46.0, 46.0, 29.0]","['SN', 'STN', 'GPe', 'GPi', 'SN', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 28  20  82  72   0  10   5  46]
 [ 43  53  40 112   1   6   0  33]
 [105  46 110  46   7   4  63  63]
 [ 68 153  18  52   3   7   1  37]
 [  3  18  26  24   1   1   1  12]
 [ 45  20   0  17   0   9   2   4]
 [ 38  10  57   3   0   5   8   2]
 [ 73  51  47  52   1   2   3  25]]"
"['smooth(3)', 'ORPL(70)', 'PCA(8)', 'KNN(30)', 'Normalized', 'High Wavenumbers']",,,,,,0.3146779303062302,"[11.0, 11.0, 59.0, 26.0, 76.0, 54.0, 8.0, 23.0]","[55.0, 48.0, 19.0, 32.0, 14.0, 21.0, 47.0, 27.0]","['GPi', 'GPe', 'GPe', 'GPi', 'GPe', 'putamen', 'SN', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 29 145  25  49   0   0   1  14]
 [139  33   8  74   0   0   0  34]
 [ 86  19 261  21   0   2  47   8]
 [ 63 107  14  87   2   2   0  64]
 [ 12   1   0   0  65   0   0   8]
 [  2   2   9   4   0  52  20   8]
 [ 16   2  58   3   0  23  10  11]
 [ 40  69   6  62   4  11   3  59]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(5)', 'Normalized', 'FingerPrint']",,,,,,0.16948257655755017,"[11.0, 16.0, 29.0, 26.0, 1.0, 11.0, 0.0, 7.0]","[27.0, 25.0, 27.0, 27.0, 55.0, 40.0, 30.0, 30.0]","['SN', 'STN', 'GPe', 'GPe', 'SN', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 30  58  71  57   4   0  13  30]
 [ 61  45  64  71   7  18   6  16]
 [122  65 129  18  29   4  22  55]
 [ 92  87  29  87   0  17   2  25]
 [ 10  16  47   0   1   0   4   8]
 [  0  39   6  15   0  11  11  15]
 [ 30  24  37   4   2   9   0  17]
 [ 61  37  75  36   3  19   5  18]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(5)', 'Normalized', 'No Raman Region']",,,,,,0.14255543822597677,"[23.0, 27.0, 16.0, 15.0, 0.0, 0.0, 6.0, 2.0]","[32.0, 22.0, 34.0, 39.0, 30.0, 35.0, 37.0, 35.0]","['SN', 'GPe', 'GPe', 'GPi', 'GPi', 'GPe', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 60  44  83  30   3   7   8  28]
 [ 63  77  55  57   2   9   6  19]
 [151  82  71  35   4  10  47  44]
 [ 84 131  45  51   5   7   2  14]
 [ 19  26  18  15   0   2   2   4]
 [ 34  34  11   9   0   0   1   8]
 [ 27  28  45   7   1   1   7   7]
 [ 90  68  51  27   2   6   6   4]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(5)', 'Normalized', 'High Wavenumbers']",,,,,,0.11404435058078141,"[15.0, 13.0, 18.0, 11.0, 7.0, 4.0, 2.0, 3.0]","[29.0, 34.0, 37.0, 29.0, 49.0, 42.0, 38.0, 32.0]","['SN', 'GPe', 'GPe', 'GPi', 'SN', 'GPe', 'GPe', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 40  74  77  25  15   9  10  13]
 [ 98  37  53  53   7   4   6  30]
 [165  63  80  48  42   2  15  29]
 [ 81  98  78  38   1  17   4  22]
 [ 21  14  42   0   6   0   0   3]
 [ 41  16  13  12   0   4   2   9]
 [ 47  17  31  11   0   7   3   7]
 [ 81  67  49  39   3   2   5   8]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(10)', 'Normalized', 'FingerPrint']",,,,,,0.17687434002111932,"[5.0, 13.0, 34.0, 28.0, 0.0, 20.0, 0.0, 8.0]","[32.0, 29.0, 25.0, 29.0, 65.0, 35.0, 41.0, 35.0]","['SN', 'STN', 'GPe', 'GPi', 'SN', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 13  41  83  80   3   1   8  34]
 [ 44  38  63  83   8  25   7  20]
 [110  56 149  12  15   5  32  65]
 [ 78 100  19  95   0  19   0  28]
 [  7  16  56   0   0   0   2   5]
 [  0  34   4  15   0  19  11  14]
 [ 23  11  50   5   0  16   0  18]
 [ 49  29  90  30   1  27   7  21]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(10)', 'Normalized', 'No Raman Region']",,,,,,0.13833157338965152,"[15.0, 20.0, 17.0, 22.0, 0.0, 0.0, 3.0, 3.0]","[32.0, 31.0, 34.0, 34.0, 31.0, 40.0, 44.0, 27.0]","['SN', 'STN', 'GPe', 'GPi', 'STN', 'GPi', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 40  35  85  44   3   7   8  41]
 [ 47  58  51  90   5   5   5  27]
 [153  59  77  60   1  14  33  47]
 [ 68 116  33  76   7   9   2  28]
 [ 18  19  14  27   0   1   1   6]
 [ 26  39   9  13   1   0   1   8]
 [ 35  10  54   7   0   1   4  12]
 [ 68  69  61  39   1   7   2   7]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(10)', 'Normalized', 'High Wavenumbers']",,,,,,0.10454065469904963,"[10.0, 8.0, 18.0, 12.0, 5.0, 6.0, 2.0, 6.0]","[34.0, 31.0, 28.0, 27.0, 52.0, 41.0, 36.0, 27.0]","['SN', 'GPe', 'GPe', 'GPi', 'SN', 'GPe', 'GPe', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 25  71  89  29  12  21   4  12]
 [ 88  23  49  80   6  11   9  22]
 [124  57  80  66  53   5  11  48]
 [ 57  90  92  42   0  12  14  32]
 [ 21  12  45   0   4   0   0   4]
 [ 40  13  15  16   0   6   3   4]
 [ 44  14  35  14   0   4   3   9]
 [ 62  51  68  41   4   8   5  15]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(30)', 'Normalized', 'FingerPrint']",,,,,,0.1863780359028511,"[5.0, 7.0, 37.0, 36.0, 0.0, 13.0, 0.0, 9.0]","[36.0, 28.0, 21.0, 25.0, 81.0, 34.0, 42.0, 40.0]","['STN', 'STN', 'GPe', 'GPe', 'SN', 'GPi', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 12  34  77  95   0   1   2  42]
 [ 45  20  72  82   0  32   9  28]
 [ 93  46 165  10   0   2  35  93]
 [ 86  78  11 121   0  12   2  29]
 [  7   7  70   0   0   0   0   2]
 [  0  33   0  14   0  13  14  23]
 [ 17  15  52   3   0   5   0  31]
 [ 42   9 102  40   0  30   9  22]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(30)', 'Normalized', 'No Raman Region']",,,,,,0.13146779303062303,"[10.0, 16.0, 17.0, 26.0, 0.0, 0.0, 0.0, 5.0]","[41.0, 40.0, 29.0, 36.0, 37.0, 36.0, 56.0, 26.0]","['SN', 'STN', 'GPe', 'GPi', 'STN', 'GPi', 'SN', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 26  25 108  51   1   8   2  42]
 [ 34  46  42 115   1   9   5  36]
 [127  41  77  80   1   5  62  51]
 [ 52 122  48  87   4   4   0  22]
 [  6  21  18  32   0   1   1   7]
 [ 22  35  11  18   2   0   2   7]
 [ 24  15  69   6   0   1   0   8]
 [ 63  67  55  46   1   6   3  13]]"
"['smooth(3)', 'ORPL(150)', 'PCA(1)', 'KNN(30)', 'Normalized', 'High Wavenumbers']",,,,,,0.08764519535374868,"[5.0, 9.0, 18.0, 8.0, 1.0, 4.0, 1.0, 5.0]","[33.0, 32.0, 27.0, 32.0, 70.0, 53.0, 45.0, 29.0]","['SN', 'GPe', 'GPe', 'SN', 'SN', 'GPe', 'GPe', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 14  76  88  25  10  15   6  29]
 [ 92  25  44  91   4   5   4  23]
 [122  33  82  83  53   4  12  55]
 [ 55 101 110  27   0  10   6  30]
 [ 18   2  60   0   1   0   0   5]
 [ 51   5  12  17   0   4   0   8]
 [ 55   7  32  10   0   6   1  12]
 [ 69  52  74  36   0   6   5  12]]"
"['smooth(3)', 'ORPL(150)', 'PCA(3)', 'KNN(5)', 'Normalized', 'FingerPrint']",,,,,,0.3204857444561774,"[13.0, 17.0, 53.0, 29.0, 77.0, 52.0, 25.0, 17.0]","[25.0, 31.0, 20.0, 31.0, 22.0, 14.0, 38.0, 29.0]","['thalamus', 'GPe', 'thalamus', 'GPi', 'GPi', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 34  64  27  60   1   0  10  67]
 [ 89  50  13  89   2   2   4  39]
 [ 35  12 237  38   0   5  30  87]
 [ 81 106  16  97   0  12   6  21]
 [  1  19   0   0  66   0   0   0]
 [  0   2  14  14   0  50   6  11]
 [ 10   3  47   6   0  18  31   8]
 [ 50  41  73  24   1  13  10  42]]"
"['smooth(3)', 'ORPL(150)', 'PCA(3)', 'KNN(5)', 'Normalized', 'No Raman Region']",,,,,,0.1610348468848997,"[16.0, 28.0, 22.0, 12.0, 8.0, 3.0, 7.0, 10.0]","[22.0, 22.0, 28.0, 37.0, 21.0, 37.0, 40.0, 33.0]","['STN', 'GPe', 'GPe', 'GPi', 'SN', 'STN', 'SN', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 43  53  54  59   2   8  11  33]
 [ 64  80  38  59   1   7   5  34]
 [123  65  97  40  10   8  45  56]
 [ 88 125  26  42   4  27   5  22]
 [ 14  16  18  18   7   2   2   9]
 [ 24  21   4  36   0   3   7   2]
 [ 36  12  49   8   0   7   8   3]
 [ 85  57  35  36   9   5   2  25]]"
"['smooth(3)', 'ORPL(150)', 'PCA(3)', 'KNN(5)', 'Normalized', 'High Wavenumbers']",,,,,,0.30359028511087643,"[14.0, 11.0, 54.0, 20.0, 90.0, 58.0, 25.0, 13.0]","[56.0, 52.0, 20.0, 23.0, 10.0, 22.0, 23.0, 25.0]","['GPi', 'GPe', 'STN', 'GPe', 'thalamus', 'putamen', 'SN', 'GPi']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37 147  16  40   0   0   0  23]
 [151  32  11  54   1   1   0  38]
 [ 60  14 239  90   1   2  15  23]
 [ 79  73  50  69   1   0  12  55]
 [  0   0   0   0  77   0   0   9]
 [  0   0   4   1   0  56  21  15]
 [  2   0  28  15   0  26  31  21]
 [ 45  63  16  56   7  13  20  34]]"
